start,transcript
0:57:30,with the shoulders shrug a little bit he doesn't want to have to fight a seventh he really needs to figure out what it takes to finish it here again he was up 3-1 be a tough way to lose a championship again
0:57:45,"This title could be a contender for the greatest of all time. I mean, he's just collecting. You know, if he wins the next Olympic Games, I think many will consider Ma Long to be the greatest of all time. But that's sort of the battle."
0:58:0,who can grab the big titles in the world championships and one of the biggest right behind the olympic games i think that conversation would have been the same you know if jung jikook had
0:58:15,"This year in Rio or last year many people would have said he's the greatest of all time And now Ma Long has what appears to be a better chance to earn that title Sure, many people feel that he already is fun conversation"
0:58:30,the NBA season.
0:58:45,the parents don't look so intense oh there they forced his hand into that shake working on the forehand stroke the mom really wants him to be a champion so Fan Zhendong up three points here with his second serve
0:59:0,on
0:59:15,"of the match. It was game 4, we saw so many times, and throughout the match, that Ma Long has covered the wide forehand very well."
0:59:30,excellent placement a bit of sidespin as it bends into the body wide on the backhand side for Fang Zhendong as flexible as that upper body is and as strong as the legs are to support Fang Zhendong to do this that shot is asking a lot and this is a very
0:59:45,very similar scoreline now to when Ma Long played Timo Boll. Timo Boll was in the ascendancy in the 6th set and Ma Long came roaring back. So let's see if that happens again.
1:0:0,"Outstanding shot selection for Fan Zhendong, very bold. Ma Long starts to change the pace and instead of rocketing the backhand into the backhand side like Fan Zhendong had done before, he quickly changes it up. Seems to catch Ma Long off guard."
1:0:15,"off guard. It's funny you brought up the Timo Boll match. You're right. I forgot. Timo Boll had a decent chance to go 7 with Ma Long which would have been absolutely insane. Again, the atmosphere for the sold out crowd is electric here."
1:0:30,"Even the way Ma Long gives the ball back, I feel like, is just in line with the way his body language is right now on the court. Feeling a bit deflated, looking for answers."
1:0:45,foreign and if that doesn't win if that's not an answer. I mean you can understand the stress of oh playing for placement deep out down the line
1:1:0,sports psychologists will tell you now okay you may be going to lose this set you're 9-3 down what's important now over the next four or five points is to keep going try and find
1:1:15,you can expect. against Arsenal under he Garcetta. Under Garcetta under Angular. Angular. Angelar. I think it is a very interesting 축 interesting
1:1:30,in the city. You will feel a lot better about yourself losing 11-8 than if you are dumped out 11-3 or 11-4 and you don't really feel how the game is going.
1:1:45,"So remember, Ma Long was up 3-1. The last time he lost from a 3-1 lead was in 2009. And the power is there. Just in case you were curious who that loss was, it was against Xu Shi."
1:2:0,"The comeback king at the Qatar Open. We saw Xu Xin yesterday. The devastating comeback, being down 5-10, saving five match points against the Dark Knight, Lin Gaoyuan. I think the only one more..."
1:2:15,painful than that for the opponent was Jun Mizutani in Kuwait from down 4-10 Shushin eight points in a row
1:2:30,"That was the most insane touch shot I've seen. Look at this ball. Look how slow it is and how much side spin is on it. I mean, the chop block to set it up forces Fan Zhendong into submission for a defensive ball. He barely."
1:2:45,the Chinese players don't have the flair or the touch of the talent you know that's absolute nonsense
1:3:0,
1:3:15,"and it's not that they're not capable of playing touch, they're playing the wisest strategy to win. And that's what it takes. It's a little bit like money ball. You look at what works and you stick to the plan. Yeah, there was no hand of concrete there as he managed to caress around the side."
1:3:30,of
1:3:45,"that was relatively low. Well, that might look like Goma, popular Japanese word. It's actually Goma. Goma alone is the dragon. It's tough when the seats are equally spaced."
1:4:0,"to really lean into that. So let's see if this timeout pays off for Xiaopang. Up nine, six here."
1:4:15,"And it's four game points for Fang Zhendong. By the way, in case you don't speak Mandarin, Xiaopang."
1:4:30,Little chubby little fatty a term of endearment is the nickname for fang zhendong throughout China long now Hoping to use two serves And he gets the first point game point saved the pressure continues
1:4:45,"Good miss, good miss from Fan Zhendong there."
1:5:0,video as Malone turns the corner blasted down the line
1:5:15,"and we are going to a seventh and deciding game. It's the match we all wanted to see and the game we've all been waiting for. Call your friends, grab your snacks and get comfy because Game 7 coming up right after this."
1:5:30,"From the University ofRhubarb, the Commission of Abu Dhabi and its"
1:5:45,15 winners Thanks for watching and have a great Day!
1:6:0,ПОДПИШИТЕСЬ НА КАНАЛ
1:6:15,The players come back to the table you can see where they've been hitting the ball on the table Fang Zhendong mixing it up a bit more in that last game when the score shows it Now Gavin we were talking about basically the fact that Fang Zhendong went for the backhand
1:6:30,second to last shot for the aggressive shot how he felt more comfortable trying it again. Yeah definitely you know four set points all you need is one of those and you know he needed to play positively the muscle memory was there from from the miss.
1:6:45,"before, so yeah all credit to him."
1:7:0,Look at his legs the right. I mean the knee almost touches the ground He pulls that right foot so far back to be able to turn and play the short side
1:7:15,"Once again falling back from the table, it's down the line, it's the short side of the table for Fang Zhendong. Gavin, when is Ma Long going to pick up and start moving out to the forehand to cover and trust his backhand in the rally?"
1:7:30,
1:7:45,"And that's one way to handcuff the opponent, serve it really wide to the backhand. Fang Zhendong is not likely to go for the around the net shot on the opening. Not against Ma Long. You know, the last time a man single-handedly..."
1:8:0,at the World Championships went to seven games was a decade ago in 2007 Zagreb Wang Liqin vs. Ma Lin. Interestingly enough Wang Liqin also came back from 3-1 down.
1:8:15,he's fired up the dragon is breathing fire so even with this massive pressure on both of them the first four points nothing against the serve
1:8:30,for player network. Long push to start it off.
1:8:45,"seeing different intensity out here. Fang Zhendong with his chou lei and his clenched fist looked right in the eyes of Ma Long. Again, great friends off the table, but right now this fight, the gloves are off. Still playing fair. When there's a bit of heat."
1:9:0,and a bit of pressure. Just don't miss your third ball.
1:9:15,credit again to ma long for moving anticipating well to cover the forehand it adds extra pressure for fang zhendong who has a plan he's played it successfully wide out to the forehand many times but seeing ma long waiting there makes you second guess yourself and try to play it even wider
1:9:30,"There is enough pressure on this as it is, it's a good service delivery and a spin on the table. Sometimes you'll find that could be enough!"
1:9:45,"Full stroke and just like you said Gavin. Because it's that added intensity now, the pressure is there. Both players, their hands are a little bit tighter. When a player's hand is tight, you can see it."
1:10:0,"you want to be attacking. And this is part of the reason we were saying earlier, the Chinese players, the top Chinese players, will play boldly near the very end of a close match. And it tends to work out in their favor."
1:10:15,"Let's service, Ma Long with his hand in the air."
1:10:30,Cheese Score! Deceptively heavy underspin
1:10:45,"Now one thing we haven't talked about because it has it hasn't been that relevant in the match so far is the serves of Ma Long They're so deceptive, but they're very subtle. They're not flashy You know Dima has some very iconic signature serves and Ma Long"
1:11:0,"The pendulum serve almost always the most traditional serve in table tennis, but still with the third ball waiting and how difficult and subtle it is. It's just really an intimidating and important job for the receiver to try and read it well."
1:11:15,"and how brave that was. So many players when they put in a big fast service delivery, they then go for a short serve after it. Have the bravery to step in and do the same serve again!"
1:11:30,Softball and spinning from Ma Long to take 6-3 lead. The fist 2 points to Fan Zhendong in this game in a spin back-and-forth ever since Ba Ma Long is starting run into the lead
1:11:45,"Remember, neither player has a timeout left, only one per side."
1:12:0,The Jancyclopedia is focused on the world-class martial arts organizations which bring the best of evening sports.
1:12:15,in that service delivery. The racket of Fan Zhendong was shaking again and hopefully that's going to help him to bridge the gap. These two points that he's trailing at the moment.
1:12:30,"The  provided basket world champion has with him, The provided basket world champion has with him, a hoppocic"
1:12:45,
1:13:0,"All these footwork exercises are for get around there under the serious amount of pressure Explosive big powerful forehand to the right area right? Actually, I misspoke He's played it down the line to the short side even more challenging"
1:13:15,For Hope there is not going down in the stats as an unforced bet of that because that kicked
1:13:30,
1:13:45,"If I'm not mistaken, this is the first ever final in men's singles at a world championships for Fan Zhendong"
1:14:0,"Every point from here on out, Gavin. Just wasn't the racket head acceleration there from Fan Zhendong. And obviously with this Netaku ball, sometimes just going a little bit flatter and a little bit more direct."
1:14:15,"You need to accelerate the wrist to make sure you have that arc on the ball. So a second serve here to capitalize on, and it's crucial for Fan Zhendong with Ma Long's serves coming up."
1:14:30,"Oh, a break off the top of the net. He is so focused right now, I didn't even see him turn to apologize. He just immediately went down to his hand. I think thankful that he was able to take the point. And it looked like there when he was giving the ball back, he gave a little apology."
1:14:45,"Look like Ma Long almost started to clinch his fist for that. Save your nets and edges until 3-0, 7-0. Timeouts earlier, nets and edges later."
1:15:0,the new trend for table tennis. We saw the hands shaking from all along as well. The pressure on both sides as many times as.
1:15:15,"...they've been in a relatively similar situation Everything changes when it's the world championships Also when it's the player who's right behind you trailing and waiting to take your job as the world leader I think in this situation as well, when the hand is..."
1:15:30,Shaking it is easier to get round and play forehands. It's very tough to have that touch and feeling on the ball for your backhand when the hand is definitely wobbling.
1:15:45,"Big point. He takes it away. Gavin, that's a really interesting point you brought up about the forehand and the arm really doing so much that the hand is not quite as relevant as it is on the backhand side."
1:16:0,Is this a changing of the guard at the top of World Table Tennis?
1:16:15,else to look at this shot. How does the body bend like that falms and only just giving it his all to try to get a forehand.
1:16:30,The grunt of Ma Long on that ball and he's rebalanced quickly. His head just went from head height to about below the waist. His body contorted. Screenshots are going to be going up in amazing photos.
1:16:45,"from that, but Fan Zhendong will injure himself and do whatever he has to to take this title. There can't be too many points left, save nothing."
1:17:0,And it goes long. Ma Long leaves it dangling off the forehand side. An uncomfortable ball. Will Ma Long rob this once again? What was the number one rule under pressure after a service?
1:17:15,
1:17:30,Ma Long is waiting there for the fourth ball attack for the counter and it was quite a receive to an uncomfortable place. Nine all in game seven. Ticket holders with the best investment of the year.
1:17:45,Last two serve combination we will see for Ma Long. Whoa! Backhand to backhand the challenge. There was a shout from the crowd.
1:18:0,"in the middle of that. Quite shocked to hear that, especially here. But to recover that ball way wide on the backhand side and keep it in play and deter the inside-out forehand. So Fang Zhendong is pointing."
1:18:15,"I'm really curious what it is. Or I guess just where the ball went. That it went behind the scorekeeper, the assistant umpire's scoreboard. Yeah, but there was a massive shout there. We could even hear that from our commentary position. I don't know if that would be enough."
1:18:30,is really on but obviously both players zoned in adrenaline is high at the moment maybe they didn't even hear it quite possible the focus we've seen from these two uncanny ma long with championship point
1:18:45,The point of the match is against match point. Xiaopang on fire and Ma Long gave everything in the match.
1:19:0,"Still it wasn't enough to take down world number 2 Right off the bat, the backhand 2 turning the corner And finally a shot so wide, mile long, a little bit farther from the table And it costs him 85 coins"
1:19:15,
1:19:30,"Deuce in the 7th, Fan Zhendong with the serve. And it goes loose! Look at the eye contact! That's the biggest celebration I've seen mid-match. Ma Long is ready. He is so ready to do it."
1:19:45,"but it's not over yet, and Fan Zhendong proved that down 9-10. What a release of air and energy. One more match point for the dragon in red."
1:20:0,do you serve short or do you serve fast into the backhand run run blind and hit a forehand it's up to him
1:20:15,commentator narrates a specific sports game
1:20:30,on top of the world three years unstoppable and at 20 years old he holds back Fang Zhendong who will remain number two in the world what's it gonna be? We're gonna have an interview on the court from the man who shot down the world record.
1:20:45,shared his love with the world after winning the Olympic gold medal. He can't believe it. Absolutely tested down to the line here. Both hands in the air this time. And the racket that was tossed is collected along with the title.
1:21:0,What a performance Gavin. He did so well on match point there. He ran round blind off the serve He gave himself lots and lots of space to rip that forehand ballsy really really positive
1:21:15,and look at them now celebrate and this is not the first time we've seen this gesture Ma Long held the flag with Zhang Jike shared the flag of China to hold up as a team after winning the Olympic Games in Rio
1:21:30,"and once again immediately calls over Fan Zhendong, the runner-up, to share this moment with him. A painful moment for Fan Zhendong, but a moment of honor for China and the two best players in the world raising the banner."
1:21:45,commentator narrates a specific sports game
1:22:0,"World Table Tennis Championships, live from Dusseldorf, Gavin, what a thriller! Unbelievable the way that he managed to close that match out. Credit to both players, right from the start it was high, high."
1:22:15,"after half of the first set when Matt Long was struggling to get into it. From then on, it was just exceptional stuff as he falls to the ground. Good thing the racket didn't come down, but at this point he would take it. If it had hit him in the head, he probably wouldn't have been able to get it."
1:22:30,he wouldn't have even noticed with all the elation he's feeling right now.
