start,transcript
1:5:15,time finally Yamamoto was in the money and weighs only 24 years old. He would be in trouble with a new pitch clock.
1:5:30,He would have to pick up the pace to to the dirt and very likely that at the end of this baseball season twenty twenty four we're likely going to see this guy.
1:5:45,Major League Baseball a little teaser here tonight 3 2 Trejo takes one for Wow. Very good at that right there.
1:6:0,I just think for Yamamoto he just didn't execute he was disgusted with himself or Mexico they haven't had a hit since the three run homer back in the fourth inning it's really been an amazing game.
1:6:15,here in the dirt good block by the catcher Kai very good block right there going going back to Morakami the third baseman.
1:6:30,definitely going to get at least one more at bat here in this game one pitch that went off the inside. So Yamamoto after getting ahead of now with.
1:6:45,I think there will be some movement in the bullpen seventh innings are very important and you don't want to Rosario to face him in a tight situation if he's still as erratic right now he's erratic that one is.
1:7:0,this badly three and he was working with a much where he's slowed it down but has no feel it doesn't look like they're kind of.
1:7:15,just waiting for the call 3 and 0 to Alec Thomas that's a strike.
1:7:30,The bottom part of the order Yamamoto does not want to be giving away free base runners already rally start when you turn over the lineup.
1:7:45,Here's the three one runner going and it's a check swing foul. So Thomas tried to hold up Trejo was off and. Right hander. Starting to get loose in the bullpen.
1:8:0,not running foul to the backstop
1:8:15,This time Trejo does run it swung on and hit foul Thomas again just a little foul ball where I got to tell you there's a huge gap in right center.
1:8:30,I mean anything gets hit into the outfield there's a lot of speed on the bases and that guy hitting right now it's got a lot of speed as well big outfield here
1:8:45,with a split three to Trejo runs it is swung on and missed. Here comes the throw the.
1:9:0,"Somehow Trejo got around the tag, who's going swimming? Well, Trejo's going swimming. What a swim move right there. I think they're going to... He might be right, but if it's me making the call..."
1:9:15,"What a what a cool move though, huh? It was a great effort by right there Wow So it's either out number three if they overturn the call and"
1:9:30,The side is retired. Randy Rosarena part of Team Mexico stealing the show so far but still nine outs to go to get into the championship game against the United States. Ball one from Orchidi and a pitcher friendly strike there.
1:9:45,That's one and one it's got to happen right now at least one run guy pushes a button foul. Just not a great hitter. Night place hitter came in after they used.
1:10:0,Fernandez won by two struck him out swinging as a good fastball in this zone right there.
1:10:15,Isn't that pretty cool. He's an E.S. on his little league cap. El Segundo. California native. His mom. Who grew up in Japan. His mom's just outside Tokyo. And he is the first player not born in Japan.
1:10:30,for Japan to represent this team he drives this one toward the gap in left center a Rosa Reina gets to another one hit it somewhere else. And that one by his standards is pretty routine still though a hard hit.
1:10:45,baseball and tough luck for Japan not as easy as people may think you've got the lights coming you've got the left hander who hit it that ball sliding from you or into you.
1:11:0,one one to Kondo takes low and that ball was one hundred and five miles off the mound contact in this game has almost always come from Japan and yet they're down three nothing foul to the backstop.
1:11:15,He got Ohtani waiting on deck it's the seventh inning have not been able to find any spots out there against this defense one two.
1:11:30,the most stressful part of this game is that right now we need seven more now it is lined up in the leaping attempt of a real base hit.
1:11:45,So Kondo he's hit the ball hard three times Japan even though Tony's not going to face Orchidi just to get their great slugger up with somebody on base that at bat Right after their father Ramon senior a schoolteacher
1:12:0,tonight face maybe the world's greatest player Shohei Ohtani could be his final at bat in this game. We'll see with two outs left against left and a fastball and a strikeout.
1:12:15,at ninety five but a little bit high you're going to get a fastball by Ohtani better be a good one. It better be big moment Romero twenty six years old.
1:12:30,field because he's so fearsome. Then the cleanup hitter comes up as the tying run and if you're the outfielders right now you're playing.
1:12:45,as deep as possible you're playing kind of no doubles man to a slider again I don't think Otani is really seeing that pitch all that well for anything to change here for your Mexico.
1:13:0,So a 3 0 count to a tiny that is a strong gutsy very gutsy. Yeah I don't know if maybe.
1:13:15,trio you feel like in a three nothing game he's going to be taking maybe he won't be taking here automatically.
1:13:30,And now Yoshida comes up as the tying run. That's a good at bat. Once again. We talked about the urgency. Masataka Yoshida has two hits tonight. Two for three.
1:13:45,Romero and a good swing foul straight back but a good fastball right there I mean that pitch needed to be more in he couldn't afford to be over the plate with that pitch.
1:14:0,pitch getting ready to start his major league journey. But first things first semifinals of the World Baseball Classic 0 1 off the inside.
1:14:15,back in and this time Yoshida didn't swing what I see from Yoshida he's been able to back up the baseball very well
1:14:30,Romero went soft on it wanted to
1:14:45,seventh inning the 1 2 2 and 2
1:15:0,Yoshida hasn't really gone out of the strike zone. They've tried. He's been pretty good with it.
1:15:15,Now the two to it is hit high and deep down the right field line toward the corner it is gone up the foul pole. Tie game.
1:15:30,today.
1:15:45,was put to test. They're alive! What a moment! What a moment for Yoshida! Wow!
1:16:0,That's a guy who's hit a walk off home run in the Japan Series the equivalent of the World Series just last year.
1:16:15,seventh inning Japan's championship hopes are alive and they're in lies so tiny is and he's great.
1:16:30,great you walk in and the time run comes up I was getting ready to say the same thing. Yeah. Show here right there led to that.
1:16:45,This is more comedy. More comedy. But you've got to be so careful with changeups to lefties because it just runs into their barrels.
1:17:0,if you're full it just continues to run into it even if that's a one handed home run right there the RBI is 13.
1:17:15,that's a new record in the history of the world baseball classic I've never seen show it is animated.
1:17:30,"Yeah, I don't see how much it means to him. Can you imagine Tokyo right now? It's not Gorichiwa anymore."
1:17:45,They're hoping at some point here this evening Convent one to two and a Papa Murakami third base side it will be caught Paredes has a whole new ball game.
1:18:0,And Mexico has to feel a little. You got the ninth place hitter Austin Barnes and then the top of the order coming up again. Yamamoto still in the game. Strike it's over to the fastball right.
1:18:15,there only 45 pitches for Yamamoto who is a starter.
1:18:30,to the Barnes stellar game for him defensively now.
1:18:45,Don't try to do it at the plate one out and he takes a strike. The fastball right there down in the way it touched the day they pitched on a very tough.
1:19:0,right field going back quickly and over the head of Condo up against the wall of Rosarito in the second with a one out double.
1:19:15,for Rosarito first hit a lot by Yamamoto and the go ahead run is in scoring position for Alex Verdugo.
1:19:30,pitch. White left center field that's going to be a hit and Mexico is going to go back ahead. Rosarito is in the score Verdugo with a double.
1:19:45,It's four to three.
1:20:0,Wow it's a fastball up in the zone another guy they pitch very tough but how clutch has he been who hit the homerun to tie the game for two in a row.
1:20:15,Verdugo Red Sox outfielder puts Mexico back ahead Duran Red Sox outfielder runs for Verdugo. They have a lot of outfielders in Boston and sure do what a great problem to have. Joy Vanessa is a chance.
1:20:30,to add to the lead this would be huge. Thanks to that Bush first pitch not close.
1:20:45,He had in the pool play. They were both on fastballs.
1:21:0,Mexico an extra run would be just massive.
1:21:15,The bat broke his back.
1:21:30,Chris Dientzche represents PanA here in Philadelphia.
1:21:45,Now pick up play and he got back
1:22:0,And the lead's a little shorter now after that pick off. The one one on the ground into the whole base hit the ran out of weight though so he'll go to third and stop.
1:22:15,Yeah I think Japan's going into the bullpen. Yamamoto. The greatest pitcher in Japan is coming out of this game after three consecutive strikes. He's better than Elon Musk.
1:22:30,consecutive hits Mexican only be six outs away from a spot in the championship game. Already have gone back ahead. You got a combo on the bases Vanessa's at first and the hitter tell us either one at first base.
1:22:45,base with the runner on first base they've moved the second baseman over to try to plug some of that hole but you're right to tell us first pitch swinging foul down the left field line.
1:23:0,The worst thing that can happen here is a strike is a is a double play it's the worst thing
1:23:15,is keeping the ball rolling
1:23:30,Patrick huge spot for this young
1:23:45,Here's his 0 1 on the pinch runner at third Vanessa said first.
1:24:0,first oh to Manassas runs and the pitch is taken for a ball. Thanks to the play right there. Yeah that changes everything. Now the infield has to come in. You have no double play possibility. Now Japan trying to cut down Duran.
1:24:15,home on a ground ball what an
1:24:30,right now another image we've just seen it over and over again how much these games beat to these guys who play thing into these games.
1:24:45,two for three it's been a huge part of the Mexican offense second and third two outs pitcher friendly strike their
1:25:0,is he likes the ball at him. When Walcott as you say you can have a little bit of a short fuse the umpire is barking right back at Benji Hill the manager.
1:25:15,back out there to that spot and missed that's where you want to go.
1:25:30,here's the one one breaking ball
1:25:45,they're watching they're using a lot of arms out of the bullpen for Mexico and for Japan the U.S. team got tested with the back-to-back quarterfinal semi-final
1:26:0,But once they won those two games now they may have an advantage for the championship. Who will they play Mexico or Japan.
1:26:15,the field Duran in here comes Meneses the throw the tag got him at the plate. But a runs batted in. I am tight and it hit him.
1:26:30,So Okamoto power hitter first pit a good slider just a two pitch guy fastball slider that's what you're going to see seen in two games right there three strikeouts just one run and two innings big first baseman.
1:26:45,So they'll get some more speed on the bases down two runs and down to their final six outs. We said the same thing last inning. You're up to and you walk. Ohtani and you put the tying run at the plate.
1:27:0,over there at first Yamada the hitter and the dirt for Cruz
1:27:15,for Duran was the runner for Verdugo so he takes over and the other part of this for Japan Yamada is the seventh place hitter you know they've done a
1:27:30,That's a good job though getting base runners they have. That's a good writing fastball right there that's a zip on it.
1:27:45,down here in Yankee Stadium.
1:28:0,"This game is a long way from over. Oh, you know it. Now the small ball. And I think it's shown tonight, JP, because he's got two hits and a walk. He's had good at-bats all game long. Oh, sacrificing time. Yeah, because you've got the guy who's got the broken fist."
1:28:15,He's already showing that he's going to square around now. That doesn't mean it's not possible that he could pull the bat back and try to chop one pass to draw it in field.
1:28:30,the situation like this where you're going to go everybody's got to go here let's just calm down.
1:28:45,not just the pitcher this is for the pitcher and that everybody's got to talk in this meeting right now talk to Manassas you tell him OK you're crashing Cruz you've got the third base side Trejo you've got to be here everybody's got a job to do.
1:29:0,Meanwhile lurking. Oh yeah what a game. It was three nothing.
1:29:15,Mexico after the Orias home run all the way into the bottom of the seventh and a two hour rally the three run homer to tie the game Mexico goes back ahead now Japan threatening again
1:29:30,showing but here Cruz they'll put the wheel play on and the pitch is taken high. Trejo came sprinting over to third so that we'll play it was basically done to get the out of third.
1:29:45,It would have been a double play third to first that's the play doesn't really happen. Yeah you're right. And remember you get the pinch runner at second not going to who's got pretty good speed out 
1:30:0,I always like to tell it's a dicey play but I always like to tell it would have been ball three.
1:30:15,foul to a two you're going to file it off. I would think the bun is still on here. You've got to trust your guy in getting the bun down.
1:30:30,Maybe part of that is just that finger injury for this short stop. To do he's showing but got to get it down he butts and he does get it down. That's his will look but take the.
1:30:45,the first and almost a disaster Rios came over to cover in the decision there the speed on the bases help for Japan.
1:31:0,they're looking for. We're going to get another pitch hitter Taka. Yamakawa. Is at the plate. Third different hitter in this stretch now.
1:31:15,first spot in the lineup tonight in the dirt and it kicks up off of Yamakawa his face what a block it was for Nakano to score from third.
1:31:30,"that one is driven to left field but Rosarena will make the catch Kockanoe tags, he'll come in to score the throw goes to third it's a one-run game Rosarena"
1:31:45,of the year. Got the job done. Got the run in. And we know who's going to get Mexico added on to their. We have had an action packed late innings tonight.
1:32:0,another meeting which means we're going to have a new pitcher here with the left handed hitters left in scoring position two down ball one not close.
1:32:15,with Ray is his knock is he's got a big arm but he's got to be able to control it.
1:32:30,of his last time up the Chicago
1:32:45,and foul Ray's throwing that four seam foul right at the last second Mexico needs an out. Japan needs it.
1:33:0,to hit to one off the inside three and one for new bar right now it's got to start kind of middle way for you to go on on day.
1:33:15,Jack Kenske condos hit one line drive after another in this game and then of course got to pull him three one.
1:33:30,"He pulled it foul. Look out. I think for Nubar, too, even with three... Gotta make sure you get a strike, though. That's first. Then after..."
1:33:45,is the approach Sonny California kid been dreaming about playing for Japan since he was 12 years old three to he takes a ball.
1:34:0,So he draws the walk on score. Two on two out Ohtani now in the on deck circle.
1:34:15,it's a strike 97 on the outside that's tough because Newport tells you it's a ball that's cutting and all of a sudden it's got right and gets questioned
1:34:30,runner really yeah one follow the way. Oh man he's late to one man
1:34:45,attended on Saturday night.
1:35:0,Rerun over the big swing of the night for Mexico against Ota. Wow. Well should have been a strike but the catcher dropped it. He's just into you know one thing about Ty say.
1:35:15,Has a heavy fastball good splitter. I go to right and number one. Talked about all those fastball splitter I mean guy like all rookies and say.
1:35:30,games last year fly ball shallow left falling and it'll be back to the infield the shortstop Gander. So two quick outs.
1:35:45,in pacing looming waiting he's going to lead off in the bottom of another pitch dropped but called a strike and I think for Ohtani though you know that's.
1:36:0,you're kind of always lurking in the back of your head you don't go chase the homerun you just get a good pitch to hit that leads to a homerun 0 2 and it's really it's setting up almost like a Barry Bonds situation it's a one run game do you.
1:36:15,him too carefully he's one of the fastest players in the game and the tying run as a board to start the inning. Yeah. So that's that's the problem right there is you've got so many variables but for Tony is about trying to fastball.
1:36:30,they're going over it right now and then all you start doing is thinking OK visualizing what am I going to get first pitch where are the percentages what am I going to do with it.
1:36:45,in the game that would hit him. So he got ahead of Alex Thomas and couldn't put him away.
1:37:0,Takes the hat off gives a little bow to Alec Thomas just to acknowledge. To paint right now with the adrenaline and it hurts a little bit but. Tomorrow her.
1:37:15,Tomas hoping he has to play through some pain tomorrow. Mexico is three outs away from a spot in the championship game against the United States. No matter what it's going to be a scene. Oh yeah.
1:37:30,Thomas's board he's got if he's running OK he's got great speed
1:37:45,to knock the ball but not for three tonight the Dodgers catcher pulls that one foul.
1:38:0,here We'd change the Tommy
1:38:15,find a way to get Alec Thomas home. Oh big time to be freed up to just go after him. That one dropped again another close pitch man. Oshiro having a really hard time.
1:38:30,a little late with his timing of the gloves a lot of times you
1:38:45,You said that target but if you're not ready for the pitch to come and you're dropping your target to get ready for the ball to come to you you're late with it very hard to come back with that especially with the late movement right now.
1:39:0,here in a one to count here's the pitch Thomas runs swung on and missed strike three.
1:39:15,Ohtani tonight has lined out single walked after striking out looking all the way back to the first inning. So here we go. Bottom of the ninth guy goes first pitch Ohtani reps a base hit in the right center field.
1:39:30,into the gap. Cut off by Thomas in center field Ohtani steps in second with a lead off double.
1:39:45,I was a preset determined swing. Masataka Yoshida who hit the home run to tie the game his last time up. He could win it with a home run here.
1:40:0,with a fastball he's hit two
1:40:15,I've just been impressed with the way he can control the strike at second.
1:40:30,He does such a good feel like you're behind the baseball. He does such a good job with that. You would think take.
1:40:45,three oh but he's seen the ball so well here's the pitch it is a
1:41:0,right the three one very high
1:41:15,Well it seems inconceivable the guy who just won the triple crown in Japan. V.P. that you would even consider asking him to give himself a chance to win the World Series.
1:41:30,up but the way the winning run aboard with nobody out and the manager wants to talk and he might be thinking to say I mean look in a different spot I don't think it would even be possible but.
1:41:45,Murakami just has not looked you know it's fascinating the
1:42:0,The big slugger stands in two on nobody out looking very hitterish at the plate the pitch he fouls it off to the left out of play. That's a good swing.
1:42:15,right there. He'll be right here. Me too. You've got to trust your guy. Two-time MVP. He's been thinking about this moment for six years now. He's too good. Too good. Even if he hasn't looked great tonight.
1:42:30,You've got to trust it. Good speed on the bases with nobody out the 0 1 is in the dirt and he took that. It's nice softer take right there.
1:42:45,That's as much we talked a lot of times with him in the front foot how he's leaning To feel the weight of his front foot. That was a lot smoother a lot softer So gotta win this count
1:43:0,A good change of count. Yoko's got a good one. He goes looks back at Ohtani the pitch is hit to left center field. Hit very well and it is off the wall.
1:43:15,"third right behind him, scoring the winning run. Gohul spilled their guts out on the field."
