start,transcript
1:1:45,take one I've been very surprised by Japanese fans I mean we see the Budweiser deck over there is it it's always gonna be a big game you know we've seen it twice to get verbs and it's starting to seem clear here right now the courthouse Steyer may be over
1:2:0,It's filled completely they've shown up missed with a breaking ball outside.
1:2:15,the bottom part of the order. I would think you'll challenge him here with a fastball. I would think so.
1:2:30,is to one pitch he didn't he threw the breaking ball and fooled him tells you how reliable he feels about that pitch with the slider mornings we're hitting in the low two hundreds.
1:2:45,and just 178 off of it. Jason Adam ready and the two to pitch down and away with the slider again.
1:3:0,Well I mean I agree with you that the principle is sort of the same but he's he trusts that breaking ball big time whatever it is he needs to throw a strike.
1:3:15,to forecast full count three and two here's the pitch its phone for you walked in seen
1:3:30,over in this tournament to our walks really hot Yamada's got enough speed to wear especially on this fast turf here in Miami if Gendry slashes one down the line could get one in the gap that two hour walk could turn into an extra.
1:3:45,to run so skate again a short stop in eighth place hitter one for two tonight.
1:4:0,runner goes pitch taken very high real Muto's throw a slide safe and second. So that's big that walk essentially turns into a two hour extra base.
1:4:15,That's why two while walks are dangerous especially with a guy like him. Genda chance to just flip a base hit anywhere and add to the league. This is when he'll make you work right here and get the.
1:4:30,Want to know the count and I'm looking back to second now throws slider and misses high. The one thing about Ganda is they've been going hard on him that he's understanding that as he's hit some balls to the left side of the field.
1:4:45,Big hole out out there in left field. The two pitch and tops it foul. That's a good change up. Very good change up right there.
1:5:0,team USA all the power on their offensive side they're feeling that they can't fall another run behind two and one here's the pitch.
1:5:15,way outside sitting soft here. He's been throwing it.
1:5:30,Here's the three one that is ball for some back to back walks and that was an easy take two on for Japan with a bullpen the last inning but it's at least possible that his team would have a chance to win.
1:5:45,the spot's going to come up here in the sixth if this rally continues so also back in show a little league baseball in a championship setting.
1:6:0,to on to out a visit to the mound from Andy Pettitte the pitching coach now of breaking ball that goes over the head of Nakamura for ball one.
1:6:15,it's a thrilling night's game Nakamura has already walked in this game. You got the leadoff hitter on deck.
1:6:30,the 1 0 pitch got the call there that's a much better slider right there on Darvish to his favor they've taken a longer time in this inning.
1:6:45,Yeah he's had a lot of time now it's hard for us to know we're not down there but he's had a lot of time to get ready. The one one pitch way outside ball to.
1:7:0,a pitch gotta find the strike
1:7:15,pitch that is inside ball three he's just all over the place he's lost it he's lost command of his fastball he's lost command of his slider his go to pitch.
1:7:30,I just think at this point you go with what you know best shaken as real Muto go through goes through the signs he wants to go through him again. He's lived and died in this game.
1:7:45,that's going to tie his whole career with this slider. I would think the sliders what's coming excellent speed on the bases for Japan to one to out bottom six a 3 1 count. Here's the pitch. It is not.
1:8:0,even close to the backstop ball for so with two outs and nobody on Jason Adam has walked the bases loaded even close.
1:8:15,I mean one issue for Mark DeRosa and Team USA is there there are not a lot of pitchers that have the green light to come in in an existing inning. Almost everybody has that restriction where OK you can use it but.
1:8:30,But you've got to start it in him. Ken. And meanwhile. Jason Adam. Can not be a good feeling maybe Andy Pettitte can spot something and help him.
1:8:45,so far 0 4 3 but with a run batted in bases loaded two down against Adam and he finds the strike zone with that first pitch.
1:9:0,That's a really good change of right there boy that just it kind of takes everybody's breath. OK now we can relax. New for the first player born outside Japan to play for Team Japan in the World Baseball.
1:9:15,classic in a huge moment the 0 1 one is up high same pitch different result one and one and one thing that Lawrence Newport is known for in the.
1:9:30,and big leagues his patience he typically makes you find the strike zone. Those are the runners a walk forces in a run. Here's the one one that is a strike.
1:9:45,with the breaking ball in there one or two that's a good fast ball that's a good slider right there. Huge moment in the game.
1:10:0,this postseason went back to
1:10:15,I would like something soft once again you really got to trust JT Romo doing this at this point really got to believe in him
1:10:30,miles an hour Price gotta be down for the bases full. Another one to pitch way outside of the fastball.
1:10:45,It's just not these are huge misses so many of these just a ball out of the hand here it comes.
1:11:0,New bar fly ball right field Mookie Betts is there it was not a McNeil takes outside. From out of all one what a great
1:11:15,you're going to have out of your your bench he's a batting champion Mark DeRosa feels bad he just hasn't been able to use him that much. They've seen a ton of left handed pitching that was close but called the ball zone.
1:11:30,and a walk would be a huge play by himself a fastball here you would think so top of the order up next and he gets a fastball but not close three you know seventh inning it's usually.
1:11:45,where you win or lose a game. Well and we saw the green one there will not be a he'll be taken here. Down to.
1:12:0,a four pitch walk Jeff McNeil. Foreign position USA 0 4 5 7 left Japan over four with seven left. Somebody's got to come through. Mookie Betts takes strike one.
1:12:15,So Ota got the call that time this inning very important inning for both teams. The 0 1 Mookie swings and misses. That's a good split.
1:12:30,That's the split he relies on when he gets on top of the head handed hitter's back leg. So he's ahead of Mookie Betts Owen to runner at first nobody out and very high with a fast ball.
1:12:45,and that's just to move over the next pitch set up that splitter wanted to he throws Betts line drive and hit just hit it too hard past the reach
1:13:0,The U.S.A. has two on nobody out with Mike Trout coming up. We talk about it with a double. Since then he has struck out twice. What a chance here. Speed on the bases nobody out.
1:13:15,strikeout I think it hit the bat. Oh what a great for Joe the first base America's captain. Can he come through.
1:13:30,that's been all over the place here. The 0 1 trout fly drive right field. Condo leaps forward to make the catch that one almost fooled him.
1:13:45,spin on the ball a huge first out to get through away from the lights good play so not out of it though absolutely not now USA 0 for 6 with runners in scoring position Paul Goldschmidt comes out
1:14:0,up here he's 0 4 3 2 on now one out Goldschmidt over top the splitter that splitter.
1:14:15,Maybe starting to picture. Swing and a miss over to. Got him to chase. All day he's. Still haven't had a hit with a runner in scoring position.
1:14:30,position on either side of that three home runs in this game. A home run here would put Team USA back ahead down three one the O2 is on the ground is short.
1:14:45,first got David Bettner for Team USA the American team had a great opportunity in the top of the seventh and the big time pitching got through it. So it's still three to one fourth appearance of this tournament for Bettner.
1:15:0,Pirates closer in the big leagues challenged him with a fastball there. Big wheel stays in the gates that are he needs a zero here.
1:15:15,right now but no better guy to do it than Bednar. He's been outstanding. Slash foul. It's one of two just two hits in this world and to the eighth. I and the fact that he has continued to throw would make me think that.
1:15:30,and that's true Kanske Kondo 1 2 pitch he fouls it off to the left that's a good fastball at ninety seven miles an hour right there they have just missed the big.
1:15:45,Hit tonight they've had chances. Eight of them. Want to. A little pop up are not all alone on the left side. No problem for him one way. Now Tommy will.
1:16:0,hit after running some wind sprints back and forth from the dugout to the bullpen. It's just truly no and a night where he may do both hit and come out.
1:16:15,of the bullpen not just as a starter it's a little complicated. Ohtani takes ball one fastballs inside has been has been the go to against.
1:16:30,to show a tiny that Nard throws and misses with a breaking ball to and oh that's just wanting to overthrow that breaking ball right there. That's all that is.
1:16:45,I wouldn't be surprised if a fastball comes here Fastball! Foul back
1:17:0,a little tick underneath it. Big shift on for Ohtani if he wants a butt hit it's available. To one he drives that one foul off to the.
1:17:15,to the left another fastball got him late got him late on that fastball. This is great kind of mouse game. So much fun. And again the pressure to keep this a two run game.
1:17:30,sports you make one mistake to this guy and it can be for one that NARS to to that is off the outside. I would think if you score one more run in your Japan.
1:17:45,you may not see Ohtani close it out full cap now the 3-2
1:18:0,Ohtani hits it hard and a diving staff from his day is the throw not in time Ohtani big strong and he's too fast.
1:18:15,and even without the microphone the call safe the place stands it's the bottom of the seventh inning and really no real talk of Yoshida.
1:18:30,considering how well he's been swinging the bat and it's not out of the question that Ohtani could try to steal a bag.
1:18:45,we take a look with fastball
1:19:0,It has been I think I just think if you're a tiny you're staying put right now at first base get that hold of your sheet of fastball you took a chance right there one one hit and run type of swing.
1:19:15,nothing no no it was not. Here's the one one back that again was a big healthy cut and Yoshida's talking to himself base. There's a big hole at first base.
1:19:30,There's a rollover Tony's going to third now you've got first and third with one out that's troubles you've got to stay hard with him if you throw them throwing the breaking balls they got to be they got to be off the plate and away they are overloaded on that.
1:19:45,inside but still wanted to Bednar pitches different kind of swing different pitch type stay alive it's wanted to change up right there.
1:20:0,You know one thing Yoshida has been really good at swinging the bridge inning I got I like to call out of hitters understand that they can get aggressive.
1:20:15,was real close to another possible it cost strike three two and two that one is hit on the ground to flip to turn the throw to first in plenty of 30 a little more.
1:20:30,but there's also a lot of big time stuff. Who's back in the bullpen and climbing back on top of the mound. First pitch from Darvish wasn't particularly close ball one and then offered the starts.
1:20:45,For both leagues in Japan and Major League Baseball. Never pitched in relief since coming to the big leagues are not to center field. New bars there one away.
1:21:0,Throw you a heater right down the middle. He's always going to be nibbling. Now Kyle Schwarzer 0 4 2 strike one on a lot of backwards pitching where you think you have a fastball you won't get it where you think.
1:21:15,I think you're going to get breaking ball you'll get the fastball he throws this is outside one of the moments of this game was the last time the couch were.
1:21:30,two on two out of three oh county got the green light and he flied out I think we know though he he's hit he slugged up garbage in the past two homers off Team USA running out of.
1:21:45,out in this championship game. Darvish is to one Schwarzer fouls the breaking ball back and a good example there of what you're talking about.
1:22:0,Now it's 2 and 2 to Kyle Schwarmer. Here comes. Schwarmer blasts one foul. My goodness. That's what I wanted to see with a 3 0 green light. 
1:22:15,and obviously but just the yonderisms to put to Darvish throws Schwerber pulls that one foul on the ground this time.
1:22:30,by facing garbage is the longer you go into the bat the more comfortable you get with the spin which is rolling. Just go with him all the way through the end of the game. We'll see that guy lurking that guy.
1:22:45,Is definitely lurking to to Schwerber hanging in there. The foul ball. I think when you look at this game. But this be the eighth pitch that Kyle Schwerber has seen.
1:23:0,pitch Darvish throws Schwarzenegger lights it down the right field line but again just a little too quick. But you're seeing the swings they're getting better.
1:23:15,better and better and better. He's just got a simple dose up for Schwarzer Garbage is down. Now the ninth pitch of the event and a curveball that one is blasted foul.
1:23:30,one Andy Golland Saturday night at 7 For you who can execute that's it. Tenth pitch and the at bat here
1:23:45,field it is gone into the second deck he wanted it back.
1:24:0,"The longer the at-bat, the more hope for Team USA Schwarzer cuts the lead What a swing, what an at-bat He got the splitter, he was set up for the splitter"
1:24:15,And Schwerver did not miss it. Why did that bad what a swing. Ten pitch at bat four hundred and thirty plus feet. One run game. That's right.
1:24:30,that just lit this ballpark up totally has changed the feel of this game.
1:24:45,And the dirt got it. Now their home run leader. Trey Turner fouls it back to the backstop. Rocky's excited. Wanted to.
1:25:0,Turner pokes one right center field that's going to be a hit. Trey Turner's got speed he's going to slam on the brakes as Newkirk got to the ball quickly. But one of the fastest players in this game is a board as the time.
1:25:15,game run he's going to test them all right you can definitely run on against your best stuff bring it and that coronation is better than your pitch now the big time pressure on the defense for Japan.
1:25:30,so Tommy continues to get loose OK who am I going to get in a big spot it's a good chance for a guy like Pete Alonso yeah we'll see Mullins.
1:25:45,At the moment in the on deck circle first things first J.T. Real Muto Turner at first not going on this pitch real Muto pops it up behind shortstop it's Kenda and he will catch it.
1:26:0,That's how you have Kyle Tucker available but not 100 percent and not available to play the field. Turner's got to take a shot. Let's see if he goes.
1:26:15,catch and that one is driven out to left center field. First Devin Williams got to keep this a one run game and that's not easy against this hitter swinging a miss for.
1:26:30,Power for Japan here. The power of Schwarzer has made it a one run game a one strike pitch swung on a miss that changeup is so so good. He's got to tell you it's coming and you still won't hit it.
1:26:45,Oh and two. Now that's the triple crown for Japan.
1:27:0,man who blasted a four hundred thirty foot home run earlier in this game and Devin Williams made it look bad. So now Okamoto was also homer tonight for Japan. He takes ball one.
1:27:15,here's the 1 0 take their 2 1 0
1:27:30,Well Tony was warming up now he's just pacing he hasn't pitched in relief since 2016 I think it would just be.
1:27:45,he defeats the Darvish is in trouble we'll see to 0 he would be thrown by now he had been throwing but I didn't.
1:28:0,one to the first baseman Mogamoto pulls out one foul it's two and two fan is three outs away from a World Baseball Classic championship it would be.
1:28:15,their third it would be the second team to run undefeated through a tournament Dominican Republic did it back in 2013 to two is low one thing with garbage though.
1:28:30,usually likes to sit in the back end of the of the dugout he's he's top stepping right now like his film looking about what's going on
1:28:45,of this the three to struck it out to down here in the bottom of the eight.
1:29:0,Meanwhile. Tetsuto Yamada. Wanna know from Williams.
1:29:15,I can't tell what it's doing.
1:29:30,makes William so effective is that he's six. The hitter is respecting the change of so much and that change of speed just makes the fastball look so much faster.
1:29:45,the one out Williams throws a strike. That's why you see those takes even hitters counts because he can throw that change up whatever he wants more than not a regular outing. I would say.
1:30:0,one right here a lot of change of counts for him. Oh well he's he's stick with a heater. Here's his 2 1. He does throw the fastball perfectly located to it too.
1:30:15,He's just sitting on. Kevin Williams with the two to and Yamada takes a ball to change up off the inside.
1:30:30,run lead pitch action pitch needs to be a straight the 3 2
1:30:45,that's going down to J.P. One thing to remember Dave with the history here. Hideki Kuriyama the manager of Team Japan was.
1:31:0,Otani's first manager with the Hokkaido Nippon Ham Fighters and it was Kuriyama who encouraged Otani to be a two way player. This would be the ultimate moment. A lot of trust between those two players.
1:31:15,and manager another three to here it is that is ball for Yamada draws the walk the eighth walk of the night for Japan I mean in a way.
1:31:30,Team USA has gotten away with that. That's a lot of walks. A lot of walks. It just tells you the stuff that USA has in the bullpen. Right.
1:31:45,seven eight nine hitters and has a hit and a walk the great defensive shortstop last time Yamada was bored he immediately stole a bag he runs no he started and stopped.
1:32:0,Again that takes a strike he must have either. See if we get the real deal here he runs pitch taken low the throw.
1:32:15,Team USA checking the little things and even sliding base hit away from an enormous extra run with Team USA down to two.
1:32:30,to their final three outs two down in the eighth here's the one one can swing over top the change up.
1:32:45,"please, subscribe to my channel, thank you"
1:33:0,That is in the dirty for another change a block there by J.T. Staying real soft with it.
1:33:15,A lot of times you get really hard coming down on the block the two to the action pitch right here kind of get a swing runner at second with two down here is the first pitch of the night.
1:33:30,with the two to get on the ground the third Arnado pass it throws the first and just in time to get Tony doing something he hasn't done in a long time.
1:33:45,is ripped foul. There was no taking.
1:34:0,fastball hundred and one miles
1:34:15,to hit a ball five hundred feet and throw 100 miles an hour. Nobody like him. McNeill takes a little bit high ball to.
1:34:30,by himself another fastball count I would think jumps up on the bat to one.
1:34:45,David Cavanaugh slam to his right back pay close to last learning he's once and for all going to try but was kept in high. And he just really kept going on at first. Watch. Terry Dabbledorff tofu in nowhere. Exhalation by Morgan. He had actually both players sent elsewhere. To the 큰 duality at the start of the first one. Today the Phallos at his best He'll have it for a hybrid pitch if he can take an offside pitch.
1:35:0,got around that fastball kind of cut right at the last second 98 miles an hour just pure i would think if you're mcnear you gotta stay hard with him
1:35:15,you don't have a chance for it's hard and adjust count down three and two here's the pitch.
1:35:30,McNeil pulls it foul. Well he did adjust Gutsy for O'Halley. And yet the pitching has been brilliant to three to two here in the ninth inning. There has been.
1:35:45,Another 3 2 pitch from Ohtani McNeil takes Bobby Witt to pitch.
1:36:0,pinch run at first base. What it's about it tonight. Bobby Witt can steal a bag whenever he wants. They need a bag here. Bobby Witt's the guy. With the hip. Mookie Betts and then.
1:36:15,and travel one run game night then it takes a strike right on the outside corner.
1:36:30,"Muki, on the ground to second, we'll see if they can turn two. That's one, that's two, it's a double play, and Japan is one. With their leader, their captain, Manu Imano right here, U.S."
1:36:45,against the best Tony to trout
1:37:0,What. Would. A hundred. Miles an hour. Is this funner what.
1:37:15,and hoping to celebrate U.S.A. Looking for heroics. Oh Tony's 1 1 trial takes.
1:37:30,Off the outside is unbelievable. Two and one. Here's the pitch. Trout swings and misses.
1:37:45,the US Arthur Chanbeau USA down to its final strike in the ninth inning pitch to to
1:38:0,Mike Trout here's the pitch in the dirt and 1 0 2 baseball wins tonight a matchup we've all been.
1:38:15,wanted to see three and two from Otani.
1:38:30,He throws trout strikes out swing nine hits they out hit Japan nine to have a lot to be seen was on display this week.
